bbl,address1,address2,zip,status1,status2,status3
4006570016,31-67 37TH ST,,11103,MULTIPLE DWELLING A,ROOMING HOUSE,
4006570014,31-69 37TH ST,,11103,MULTIPLE DWELLING A,ROOMING HOUSE,
4006490071,31-70 37TH ST,,11103,MULTIPLE DWELLING A,,
4006490072,31-72 37TH ST,,11103,MULTIPLE DWELLING B,,
4006490074,31-76 37TH ST,,11103,MULTIPLE DWELLING A,421-A,
4006570009,31-81 37TH ST,,11103,MULTIPLE DWELLING A,421-A,
4006470041,32-06 37TH ST,,11103,MULTIPLE DWELLING A,,
4006550029,32-21 37TH ST,,11103,MULTIPLE DWELLING A,,
4006550012,32-63 37TH ST,,11103,MULTIPLE DWELLING A,421-A,
4006540046,24-25 38TH ST,,11103,MULTIPLE DWELLING A,,
4006540045,24-33 38TH ST,,11103,MULTIPLE DWELLING B,,
4006540039,24-39 38TH ST,,11103,MULTIPLE DWELLING A,NON-EVICT COOP/COND,
4006530053,24-40 38TH ST,,11103,MULTIPLE DWELLING A,,
4006540034,24-51 38TH ST,,11103,MULTIPLE DWELLING A,NON-EVICT COOP/COND,
4006540029,24-65 38TH ST,,11103,MULTIPLE DWELLING A,NON-EVICT COOP/COND,
4006540024,24-75 38TH ST,,11103,MULTIPLE DWELLING A,NON-EVICT COOP/COND,
4006540023,25-31 38TH ST,,11103,MULTIPLE DWELLING A,,
4006540022,25-35 38TH ST,,11103,MULTIPLE DWELLING A,421-A,
4006530074,25-36 38TH ST,,11103,MULTIPLE DWELLING A,421-A,
4006530075,25-38 38TH ST,,11103,MULTIPLE DWELLING A,421-A,
4006540018,25-43 38TH ST,,11103,MULTIPLE DWELLING A,,
4006530078,25-52 38TH ST,,11103,MULTIPLE DWELLING A,,
4006530080,25-54 38TH ST,,11103,MULTIPLE DWELLING A,,
4006530081,25-56 38TH ST,,11103,MULTIPLE DWELLING A,421-A,
4006530082,25-58 38TH ST,,11103,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A
4006530083,25-60 38TH ST,,11103,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A
4006530090,25-78 38TH ST,,11103,MULTIPLE DWELLING A,421-A,
4006540002,25-85 38TH ST,,11103,MULTIPLE DWELLING B,,
4006540001,25-87 38TH ST,,11103,MULTIPLE DWELLING A,,
4006620019,28-03 38TH ST,,11103,MULTIPLE DWELLING A,,
4006620018,28-07 38TH ST,,11103,MULTIPLE DWELLING A,,
4006620017,28-09 38TH ST,,11103,MULTIPLE DWELLING A,,
4006610034,28-34 38TH ST,,11103,MULTIPLE DWELLING A,GARDEN COMPLEX,
4006620006,28-37 38TH ST,,11103,MULTIPLE DWELLING A,,
4006600031,30-29 38TH ST,,11103,MULTIPLE DWELLING A,421-A,
4006600027,30-39 38TH ST,,11103,MULTIPLE DWELLING A,421-A,
4006600024,30-47 38TH ST,,11103,MULTIPLE DWELLING A,421-A,
4006590068,30-52 38TH ST,,11103,MULTIPLE DWELLING A,421-A,
4006590073,30-62 38TH ST,,11103,MULTIPLE DWELLING A,421-A,
4006590078,30-76 38TH ST,,11103,MULTIPLE DWELLING A,421-A,
4006590079,30-78 38TH ST,,11103,MULTIPLE DWELLING A,,
4006600005,30-89 38TH ST,,11103,MULTIPLE DWELLING A,421-A,
4006590084,30-90 38TH ST,,11103,MULTIPLE DWELLING A,,
4006570044,31-06 38TH ST,,11103,MULTIPLE DWELLING A,,
4006570056,31-38 38TH ST,,11103,MULTIPLE DWELLING A,,
4006570064,31-58 38TH ST,,11103,MULTIPLE DWELLING A,,
4006570066,31-62 38TH ST,,11103,MULTIPLE DWELLING A,,
4006570067,31-66 38TH ST,,11103,MULTIPLE DWELLING A,,
4006570068,31-68 38TH ST,,11103,MULTIPLE DWELLING A,,
4006580013,31-71 38TH ST,,11103,MULTIPLE DWELLING A,421-A,
4006860017,24-04 41ST ST,,11103,MULTIPLE DWELLING A,,
4006870009,24-11 41ST ST,,11103,MULTIPLE DWELLING A,,
4006860117,24-14 41ST ST,,11103,MULTIPLE DWELLING B,GARDEN COMPLEX,
4006870008,24-15 41ST ST,,11103,MULTIPLE DWELLING A,,
4006870007,24-17 41ST ST,,11103,MULTIPLE DWELLING A,,
4006870006,24-19 41ST ST,,11103,MULTIPLE DWELLING A,,
4006870005,24-21 41ST ST,,11103,MULTIPLE DWELLING A,,
4006860023,24-30 41ST ST,,11103,MULTIPLE DWELLING A,,
4006860024,24-36 41ST ST,,11103,MULTIPLE DWELLING A,,
4006860019,2420 41ST ST,,11103,MULTIPLE DWELLING A,,
4006850042,25-01-25-05 41ST ST,,11103,MULTIPLE DWELLING A,,
4006840049,25-12 41ST ST,,11103,MULTIPLE DWELLING A,,
4006840050,25-16 41ST ST,,11103,MULTIPLE DWELLING A,,
4006840053,25-20 41ST ST,,11103,MULTIPLE DWELLING A,ROOMING HOUSE,
4006840054,25-24 41ST ST,,11103,MULTIPLE DWELLING A,,
4006850020,25-59 41ST ST,,11103,MULTIPLE DWELLING A,,
4006840069,25-62 41ST ST,,11103,MULTIPLE DWELLING A,,
4006840072,25-70 41ST ST,,11103,MULTIPLE DWELLING B,ROOMING HOUSE,
4006850007,25-95 41ST ST,,11103,MULTIPLE DWELLING A,,
4006630026,28-14 41ST ST,,11103,MULTIPLE DWELLING A,421-A,
4006630126,28-16 41ST ST,,11103,MULTIPLE DWELLING A,421-A,
4006630027,28-18 41ST ST,,11103,MULTIPLE DWELLING A,421-A,
4006630127,28-20 41ST ST,,11103,MULTIPLE DWELLING A,421-A,
4006630128,28-22 41ST ST,,11103,MULTIPLE DWELLING A,421-A,
4006640005,28-35 41ST ST,,11103,MULTIPLE DWELLING A,,
4006630037,28-46 41ST ST,,11103,MULTIPLE DWELLING A,,
4006830018,30-23 41ST ST,,11103,MULTIPLE DWELLING A,GARDEN COMPLEX,
4006810007,30-26 41ST ST,,11103,MULTIPLE DWELLING B,,
4006830017,30-27 41ST ST,,11103,MULTIPLE DWELLING A,,
4006810006,30-28 41ST ST,,11103,MULTIPLE DWELLING B,,
4006830116,30-29 41ST ST,,11103,MULTIPLE DWELLING A,,
4006810005,30-32 41ST ST,,11103,MULTIPLE DWELLING A,,
4006830016,30-33 41ST ST,,11103,MULTIPLE DWELLING A,,
4006830015,30-35 41ST ST,,11103,MULTIPLE DWELLING A,,
4006830013,30-41 41ST ST,,11103,MULTIPLE DWELLING A,,
4006780048,31-18 41ST ST,,11103,MULTIPLE DWELLING A,,
4006790032,31-25 41ST ST,,11103,MULTIPLE DWELLING A,,
4006790024,31-43 41ST ST,,11103,MULTIPLE DWELLING A,,
4006780067,31-64 41ST ST,,11103,MULTIPLE DWELLING A,,
4006780068,31-68 41ST ST,,11103,MULTIPLE DWELLING A,,
4006760055,32-14 41ST ST,,11103,MULTIPLE DWELLING A,,
4006770030,32-15 41ST ST,,11103,MULTIPLE DWELLING A,,
4006760057,32-16 41ST ST,,11103,MULTIPLE DWELLING A,,
4006760058,32-20 41ST ST,,11103,MULTIPLE DWELLING A,,
4006760059,32-22 41ST ST,,11103,MULTIPLE DWELLING A,,
4006760061,32-26 41ST ST,,11103,MULTIPLE DWELLING A,,
4006760063,32-30 41ST ST,,11103,MULTIPLE DWELLING A,,
4006760065,32-34 41ST ST,,11103,MULTIPLE DWELLING A,,
4006760067,32-38 41ST ST,,11103,MULTIPLE DWELLING A,,
4006760069,32-42 41ST ST,,11103,MULTIPLE DWELLING A,,
4006760072,32-48 41ST ST,,11103,MULTIPLE DWELLING A,,
4006760074,32-52 41ST ST,,11103,MULTIPLE DWELLING A,,
4006760076,32-56 41ST ST,,11103,MULTIPLE DWELLING A,,
4006760078,32-60 41ST ST,,11103,MULTIPLE DWELLING A,,
4006760080,32-64 41ST ST,,11103,MULTIPLE DWELLING A,,
4006760082,32-68 41ST ST,,11103,MULTIPLE DWELLING A,GARDEN COMPLEX,
4006870024,24-24 42ND ST,,11103,MULTIPLE DWELLING A,,
4006850052,25-20 42ND ST,,11103,MULTIPLE DWELLING A,,
4006850054,25-26 42ND ST,,11103,MULTIPLE DWELLING A,,
4006850056,25-28 42ND ST,,11103,MULTIPLE DWELLING A,,
4006850069,25-60 42ND ST,,11103,MULTIPLE DWELLING A,,
4006850070,25-62 42ND ST,,11103,MULTIPLE DWELLING A,,
4007010018,25-63 42ND ST,,11103,MULTIPLE DWELLING A,,
4006850071,25-66 42ND ST,,11103,MULTIPLE DWELLING A,421-A,
4006850072,25-68 42ND ST,,11103,MULTIPLE DWELLING A,,
4006850073,25-70 42ND ST,,11103,MULTIPLE DWELLING A,,
4006850074,25-72 42ND ST,,11103,MULTIPLE DWELLING A,,
4006850001,25-94 42ND ST,,11103,MULTIPLE DWELLING B,ROOMING HOUSE,
4006980017,28-05 42ND ST,,11103,MULTIPLE DWELLING A,,
4006640027,28-18 42ND ST,,11103,MULTIPLE DWELLING A,,
4006980013,28-19 42ND ST,,11103,MULTIPLE DWELLING A,,
4006980011,28-23 42ND ST,,11103,MULTIPLE DWELLING A,,
4006640029,28-24 42ND ST,,11103,MULTIPLE DWELLING A,,
4006640031,28-28 42ND ST,,11103,MULTIPLE DWELLING A,,
4006960036,30-05 42ND ST,,11103,MULTIPLE DWELLING A,,
4006830029,30-06 42ND ST,,11103,MULTIPLE DWELLING A,,
4006960034,30-09 42ND ST,,11103,MULTIPLE DWELLING A,,
4006830031,30-10 42ND ST,,11103,MULTIPLE DWELLING A,ROOMING HOUSE,
4006960033,30-13 42ND ST,,11103,MULTIPLE DWELLING A,,
4006960032,30-15 42ND ST,,11103,MULTIPLE DWELLING A,,
4006830035,30-16 42ND ST,,11103,MULTIPLE DWELLING A,,
4006960031,30-17 42ND ST,,11103,MULTIPLE DWELLING A,,
4006830062,30-18 42ND ST,,11103,MULTIPLE DWELLING A,,
4006960030,30-21 42ND ST,,11103,MULTIPLE DWELLING A,,
4006830063,30-22 42ND ST,,11103,MULTIPLE DWELLING A,,
4006960029,30-23 42ND ST,,11103,MULTIPLE DWELLING A,,
4006960027,30-27 42ND ST,,11103,MULTIPLE DWELLING A,,
4006830066,30-28 42ND ST,,11103,MULTIPLE DWELLING A,,
4006830067,30-30 42ND ST,,11103,MULTIPLE DWELLING B,,
4006830069,30-34 42ND ST,,11103,MULTIPLE DWELLING A,,
4006830071,30-38 42ND ST,,11103,MULTIPLE DWELLING A,,
4006830073,30-40 42ND ST,,11103,MULTIPLE DWELLING A,,
4006960113,30-65 42ND ST,,11103,MULTIPLE DWELLING A,,
4006960013,30-67 42ND ST,,11103,MULTIPLE DWELLING A,,
4006790044,31-06 42ND ST,,11103,MULTIPLE DWELLING A,,
4006790046,31-12 42ND ST,,11103,MULTIPLE DWELLING A,,
4006790047,31-14 42ND ST,,11103,MULTIPLE DWELLING A,,
4006790047,31-18 42ND ST,,11103,MULTIPLE DWELLING A,,
4006920033,31-21 42ND ST,,11103,MULTIPLE DWELLING A,,
4006790050,31-22 42ND ST,,11103,MULTIPLE DWELLING A,,
4006790052,31-28 42ND ST,,11103,MULTIPLE DWELLING A,,
4006790058,31-40 42ND ST,,11103,MULTIPLE DWELLING A,,
4006790158,31-42 42ND ST,,11103,MULTIPLE DWELLING A,,
4006790067,31-64 42ND ST,,11103,MULTIPLE DWELLING A,,
4006790070,31-72 42ND ST,,11103,MULTIPLE DWELLING A,,
4006920012,31-73 42ND ST,,11103,MULTIPLE DWELLING A,421-A,
4006900023,32-37 42ND ST,,11103,MULTIPLE DWELLING A,,
4006900010,32-71 42ND ST,,11103,MULTIPLE DWELLING A,,
4006770070,32-76 42ND ST,,11103,MULTIPLE DWELLING A,,
4006770070,32-82 42ND ST,,11103,MULTIPLE DWELLING A,,
4006880024,24-14 43RD ST,,11103,MULTIPLE DWELLING A,,
4006880025,24-16 43RD ST,,11103,MULTIPLE DWELLING A,,
4006880026,24-18 43RD ST,,11103,MULTIPLE DWELLING A,,
4006880027,24-24 43RD ST,,11103,MULTIPLE DWELLING A,,
4006880030,24-30 43RD ST,,11103,MULTIPLE DWELLING A,,
4006880031,24-32 43RD ST,,11103,MULTIPLE DWELLING A,,
4006880032,24-34-24-36 43RD ST,,11103,MULTIPLE DWELLING A,,
4006880039,24-58 43RD ST,,11103,MULTIPLE DWELLING B,ROOMING HOUSE,
4007010056,25-34 43RD ST,,11103,MULTIPLE DWELLING B,ROOMING HOUSE,
4007010058,25-38 43RD ST,,11103,MULTIPLE DWELLING A,,
4007010060,25-42 43RD ST,,11103,MULTIPLE DWELLING A,,
4007020019,25-61 43RD ST,,11103,MULTIPLE DWELLING A,,
4007010070,25-68 43RD ST,,11103,MULTIPLE DWELLING A,,
4007010071,25-72 43RD ST,,11103,MULTIPLE DWELLING A,,
4007010072,25-74 43RD ST,,11103,MULTIPLE DWELLING A,,
4006990017,28-05 43RD ST,,11103,MULTIPLE DWELLING A,,
4006990010,28-29 43RD ST,,11103,MULTIPLE DWELLING A,,
4006980037,28-44 43RD ST,,11103,MULTIPLE DWELLING A,,
4006970062,30-13 43RD ST,,11103,MULTIPLE DWELLING A,,
4006960044,30-16 43RD ST,,11103,MULTIPLE DWELLING A,,
4006970061,30-17 43RD ST,,11103,MULTIPLE DWELLING A,,
4006960045,30-18 43RD ST,,11103,MULTIPLE DWELLING A,,
4006960046,30-20 43RD ST,,11103,MULTIPLE DWELLING A,,
4006960047,30-24 43RD ST,,11103,MULTIPLE DWELLING A,,
4006960048,30-26 43RD ST,,11103,MULTIPLE DWELLING A,,
4006960049,30-30 43RD ST,,11103,MULTIPLE DWELLING A,,
4006960085,30-64 43RD ST,,11103,MULTIPLE DWELLING A,,
4006970013,30-87 43RD ST,,11103,MULTIPLE DWELLING A,,
4006970011,30-89 43RD ST,,11103,MULTIPLE DWELLING A,,
4006970009,30-93 43RD ST,,11103,MULTIPLE DWELLING A,,
4006970008,30-99 43RD ST,,11103,MULTIPLE DWELLING A,,
4006920076,31-80 43RD ST,,11103,MULTIPLE DWELLING A,,
4006920076,31-84 43RD ST,,11103,MULTIPLE DWELLING A,,
4006910032,32-15 43RD ST,,11103,MULTIPLE DWELLING A,,
4006910023,32-39 43RD ST,,11103,MULTIPLE DWELLING A,,
4006910022,32-41 43RD ST,,11103,MULTIPLE DWELLING A,,
4006910021,32-43 43RD ST,,11103,MULTIPLE DWELLING A,,
4006910020,32-47 43RD ST,,11103,MULTIPLE DWELLING A,,
4006910019,32-49 43RD ST,,11103,MULTIPLE DWELLING A,,
4006910018,32-51 43RD ST,,11103,MULTIPLE DWELLING A,,
4006910017,32-53 43RD ST,,11103,MULTIPLE DWELLING A,,
4006910016,32-57 43RD ST,,11103,MULTIPLE DWELLING A,,
4006910015,32-59 43RD ST,,11103,MULTIPLE DWELLING A,,
4006910014,32-61 43RD ST,,11103,MULTIPLE DWELLING A,,
4006910013,32-63 43RD ST,,11103,MULTIPLE DWELLING A,,
4006910012,32-67 43RD ST,,11103,MULTIPLE DWELLING A,,
4006910010,32-71 43RD ST,,11103,MULTIPLE DWELLING A,,
4006910009,32-73 43RD ST,,11103,MULTIPLE DWELLING A,,
4006890040,24-46 44TH ST,,11103,MULTIPLE DWELLING A,,
4006890042,24-52 44TH ST,,11103,MULTIPLE DWELLING A,,
4006890044,24-56 44TH ST,,11103,MULTIPLE DWELLING A,,
4007020047,25-04 44TH ST,,11103,MULTIPLE DWELLING A,,
4007150034,25-25 44TH ST,,11103,MULTIPLE DWELLING A,,
4007020053,25-26 44TH ST,,11103,MULTIPLE DWELLING A,ROOMING HOUSE,
4007150033,25-29 44TH ST,,11103,MULTIPLE DWELLING A,,
4007150032,25-31 44TH ST,,11103,MULTIPLE DWELLING A,,
4007150031,25-33 44TH ST,,11103,MULTIPLE DWELLING A,,
4007150029,25-39 44TH ST,,11103,MULTIPLE DWELLING A,,
4007150027,25-41 44TH ST,,11103,MULTIPLE DWELLING A,,
4007150026,25-45 44TH ST,,11103,MULTIPLE DWELLING A,,
4007020061,25-46 44TH ST,,11103,MULTIPLE DWELLING A,,
4007020062,25-48 44TH ST,,11103,MULTIPLE DWELLING A,,
4007020074,25-80 44TH ST,,11103,MULTIPLE DWELLING A,,
4007020075,25-82 44TH ST,,11103,MULTIPLE DWELLING A,,
4007020077,25-86 44TH ST,,11103,MULTIPLE DWELLING A,GARDEN COMPLEX,
4007150009,25-89 44TH ST,,11103,MULTIPLE DWELLING A,,
4006990023,28-04 44TH ST,,11103,MULTIPLE DWELLING A,,
4006990030,28-26 44TH ST,,11103,MULTIPLE DWELLING A,,
4006990033,28-32 44TH ST,,11103,MULTIPLE DWELLING A,,
4006970073,30-12 44TH ST,,11103,MULTIPLE DWELLING A,,
4006970273,30-16 44TH ST,,11103,MULTIPLE DWELLING A,,
4006970274,30-22 44TH ST,,11103,MULTIPLE DWELLING A,GARDEN COMPLEX,
4006970076,30-26 44TH ST,,11103,MULTIPLE DWELLING A,,
4006970077,30-28 44TH ST,,11103,MULTIPLE DWELLING A,,
4006970079,30-34 44TH ST,,11103,MULTIPLE DWELLING B,,
4006970080,30-38 44TH ST,,11103,MULTIPLE DWELLING B,,
4006970081,30-40 44TH ST,,11103,MULTIPLE DWELLING A,,
4006970083,30-46 44TH ST,,11103,MULTIPLE DWELLING A,,
4006970084,30-50 44TH ST,,11103,MULTIPLE DWELLING A,,
4006970085,30-54 44TH ST,,11103,MULTIPLE DWELLING A,,
4006970087,30-56 44TH ST,,11103,MULTIPLE DWELLING A,GARDEN COMPLEX,
4006970088,30-58 44TH ST,,11103,MULTIPLE DWELLING A,,
4007130047,30-63 44TH ST,,11103,MULTIPLE DWELLING A,,
4006970090,30-64 44TH ST,,11103,MULTIPLE DWELLING A,,
4006970091,30-66 44TH ST,,11103,MULTIPLE DWELLING A,,
4007130023,30-67 44TH ST,,11103,MULTIPLE DWELLING A,,
4007130022,30-69 44TH ST,,11103,MULTIPLE DWELLING A,,
4006970092,30-70 44TH ST,,11103,MULTIPLE DWELLING A,,
4006970093,30-72 44TH ST,,11103,MULTIPLE DWELLING A,,
4006970094,30-74 44TH ST,,11103,MULTIPLE DWELLING A,,
4006970096,30-78 44TH ST,,11103,MULTIPLE DWELLING A,,
4007130018,30-79 44TH ST,,11103,MULTIPLE DWELLING A,ROOMING HOUSE,
4006970097,30-80 44TH ST,,11103,MULTIPLE DWELLING A,,
4007130017,30-81 44TH ST,,11103,MULTIPLE DWELLING A,,
4006970098,30-84 44TH ST,,11103,MULTIPLE DWELLING A,,
4007130015,30-85 44TH ST,,11103,MULTIPLE DWELLING A,,
4006970100,30-86 44TH ST,,11103,MULTIPLE DWELLING A,,
4007130014,30-87 44TH ST,,11103,MULTIPLE DWELLING A,GARDEN COMPLEX,
4006970102,30-88 44TH ST,,11103,MULTIPLE DWELLING A,,
4007130009,30-89 44TH ST,,11103,MULTIPLE DWELLING A,,
4007130008,30-91 44TH ST,,11103,MULTIPLE DWELLING A,,
4007130006,30-97 44TH ST,,11103,MULTIPLE DWELLING A,,
4006970001,30-98 44TH ST,,11103,MULTIPLE DWELLING A,,
4007090026,31-41 44TH ST,,11103,MULTIPLE DWELLING A,,
4007090018,31-59 44TH ST,,11103,MULTIPLE DWELLING A,,
4007090017,31-61 44TH ST,,11103,MULTIPLE DWELLING A,,
4007090016,31-63 44TH ST,,11103,MULTIPLE DWELLING A,,
4006930061,31-72 44TH ST,,11103,MULTIPLE DWELLING A,,
4006930065,31-80 44TH ST,,11103,MULTIPLE DWELLING A,,
4006910052,32-30 44TH ST,,11103,MULTIPLE DWELLING A,,
4006910053,32-32 44TH ST,,11103,MULTIPLE DWELLING A,GARDEN COMPLEX,
4007070025,32-33 44TH ST,,11103,MULTIPLE DWELLING A,,
4006910054,32-34 44TH ST,,11103,MULTIPLE DWELLING A,,
4006910055,32-38 44TH ST,,11103,MULTIPLE DWELLING A,,
4006910056,32-40 44TH ST,,11103,MULTIPLE DWELLING A,,
4006910058,32-44 44TH ST,,11103,MULTIPLE DWELLING A,,
4006910059,32-48 44TH ST,,11103,MULTIPLE DWELLING A,,
4006910060,32-50 44TH ST,,11103,MULTIPLE DWELLING A,,
4006910061,32-52 44TH ST,,11103,MULTIPLE DWELLING A,,
4006910062,32-54 44TH ST,,11103,MULTIPLE DWELLING A,,
4006910063,32-58 44TH ST,,11103,MULTIPLE DWELLING A,,
4006910064,32-60 44TH ST,,11103,MULTIPLE DWELLING A,,
4006910065,32-62 44TH ST,,11103,MULTIPLE DWELLING A,,
4006910066,32-64 44TH ST,,11103,MULTIPLE DWELLING A,,
4006910067,32-68 44TH ST,,11103,MULTIPLE DWELLING A,,
4006910068,32-70 44TH ST,,11103,MULTIPLE DWELLING A,,
4006910069,32-72 44TH ST,,11103,MULTIPLE DWELLING A,,
4006910070,32-74 44TH ST,,11103,MULTIPLE DWELLING A,,
4007070006,32-79 44TH ST,,11103,MULTIPLE DWELLING A,,
4006910072,32-80 44TH ST,,11103,MULTIPLE DWELLING A,,
4007150068,25-60 45TH ST,,11103,MULTIPLE DWELLING A,,
4007160016,25-73 45TH ST,,11103,MULTIPLE DWELLING A,,
4007160015,25-75 45TH ST,,11103,MULTIPLE DWELLING A,,
4007160013,25-79 45TH ST,,11103,MULTIPLE DWELLING A,,
4007160009,25-87 45TH ST,,11103,MULTIPLE DWELLING A,,
4007150080,25-92 45TH ST,,11103,MULTIPLE DWELLING A,,
4007160008,25-95 45TH ST,4501 28TH AVE,11103,MULTIPLE DWELLING A,,
4007190015,28-27 45TH ST,,11103,MULTIPLE DWELLING A,,
4007190013,28-31 45TH ST,,11103,MULTIPLE DWELLING A,,
4007130086,30-04 45TH ST,,11103,MULTIPLE DWELLING A,,
4007140079,30-13 45TH ST,,11103,MULTIPLE DWELLING A,,
4007140078,30-15 45TH ST,,11103,MULTIPLE DWELLING A,,
4007140077,30-17 45TH ST,,11103,MULTIPLE DWELLING A,,
4007130129,30-40 45TH ST,,11103,MULTIPLE DWELLING A,,
4007130131,30-44 45TH ST,,11103,MULTIPLE DWELLING A,,
4007130132,30-46 45TH ST,,11103,MULTIPLE DWELLING A,421-A,
4007130133,30-50 45TH ST,,11103,MULTIPLE DWELLING A,,
4007130135,30-52 45TH ST,,11103,MULTIPLE DWELLING A,,
4007130136,30-56 45TH ST,,11103,MULTIPLE DWELLING A,,
4007130101,30-68 45TH ST,,11103,MULTIPLE DWELLING A,,
4007130102,30-70 45TH ST,,11103,MULTIPLE DWELLING A,GARDEN COMPLEX,
4007130103,30-72 45TH ST,,11103,MULTIPLE DWELLING A,,
4007130104,30-74 45TH ST,,11103,MULTIPLE DWELLING A,,
4007130105,30-76 45TH ST,,11103,MULTIPLE DWELLING A,,
4007130106,30-78 45TH ST,,11103,MULTIPLE DWELLING A,,
4007130107,30-80 45TH ST,,11103,MULTIPLE DWELLING A,,
4007130108,30-84 45TH ST,,11103,MULTIPLE DWELLING A,,
4007130109,30-86 45TH ST,,11103,MULTIPLE DWELLING A,,
4007090039,31-46 45TH ST,,11103,MULTIPLE DWELLING A,,
4007090050,31-72 45TH ST,,11103,MULTIPLE DWELLING A,421-A,
4007090053,31-80 45TH ST,,11103,MULTIPLE DWELLING A,,
4007070076,32-84 45TH ST,,11103,MULTIPLE DWELLING A,,
4007200016,28-25 46TH ST,,11103,MULTIPLE DWELLING A,,
4007200015,28-27 46TH ST,,11103,MULTIPLE DWELLING A,,
4007200013,28-31 46TH ST,,11103,MULTIPLE DWELLING A,,
4007200007,28-47 46TH ST,,11103,MULTIPLE DWELLING A,,
4007200005,28-49 46TH ST,,11103,MULTIPLE DWELLING A,,
4007110037,31-64 46TH ST,,11103,MULTIPLE DWELLING A,,
4007080043,32-12 46TH ST,,11103,MULTIPLE DWELLING A,,
4007080044,32-14 46TH ST,,11103,MULTIPLE DWELLING A,,
4007080054,32-40 46TH ST,,11103,MULTIPLE DWELLING A,,
4007200029,28-08 47TH ST,,11103,MULTIPLE DWELLING A,,
4007200030,28-12 47TH ST,,11103,MULTIPLE DWELLING A,,
4007200031,28-14 47TH ST,,11103,MULTIPLE DWELLING A,,
4007200032,28-16 47TH ST,,11103,MULTIPLE DWELLING A,,
4007200034,28-20 47TH ST,,11103,MULTIPLE DWELLING A,,
4007200035,28-22 47TH ST,,11103,MULTIPLE DWELLING A,,
4007200036,28-26 47TH ST,,11103,MULTIPLE DWELLING A,,
4007200037,28-28 47TH ST,,11103,MULTIPLE DWELLING A,,
4007290026,30-49 47TH ST,,11103,MULTIPLE DWELLING A,,
4007280080,30-68 47TH ST,,11103,MULTIPLE DWELLING A,,
4007290017,30-73 47TH ST,,11103,MULTIPLE DWELLING A,,
4007290016,30-75 47TH ST,,11103,MULTIPLE DWELLING A,,
4007280083,30-76 47TH ST,,11103,MULTIPLE DWELLING A,,
4007290015,30-77 47TH ST,,11103,MULTIPLE DWELLING A,,
4007290014,30-81 47TH ST,,11103,MULTIPLE DWELLING A,,
4007290013,30-83 47TH ST,,11103,MULTIPLE DWELLING A,,
4007290012,30-85 47TH ST,,11103,MULTIPLE DWELLING A,,
4007270035,31-11 47TH ST,,11103,MULTIPLE DWELLING A,,
4007270034,31-13 47TH ST,,11103,MULTIPLE DWELLING A,,
4007270033,31-15 47TH ST,,11103,MULTIPLE DWELLING A,,
4007270029,31-23 47TH ST,,11103,MULTIPLE DWELLING A,,
4007270028,31-29 47TH ST,,11103,MULTIPLE DWELLING A,,
4007270026,31-31 47TH ST,,11103,MULTIPLE DWELLING A,,
4007270025,31-33 47TH ST,,11103,MULTIPLE DWELLING A,,
4007270024,31-35 47TH ST,,11103,MULTIPLE DWELLING A,,
4007220038,32-06 47TH ST,,11103,MULTIPLE DWELLING A,,
4007230133,32-15 47TH ST,,11103,MULTIPLE DWELLING A,421-A,
4007230132,32-17 47TH ST,,11103,MULTIPLE DWELLING A,421-A,
4007210047,28-56 48TH ST,47-19 30TH AVE,11103,MULTIPLE DWELLING A,,
4007390027,30-45 48TH ST,,11103,MULTIPLE DWELLING A,,
4007390026,30-49 48TH ST,,11103,MULTIPLE DWELLING A,,
4007390025,30-51 48TH ST,,11103,MULTIPLE DWELLING B,,
4007290067,30-60 48TH ST,,11103,MULTIPLE DWELLING A,,
4007290073,30-70 48TH ST,,11103,MULTIPLE DWELLING A,,
4007340034,32-11 48TH ST,,11103,MULTIPLE DWELLING A,,
4007230043,32-12 48TH ST,,11103,MULTIPLE DWELLING A,,
4007230044,32-14 48TH ST,,11103,MULTIPLE DWELLING A,,
4007340033,32-15 48TH ST,,11103,MULTIPLE DWELLING A,,
4007230045,32-16 48TH ST,,11103,MULTIPLE DWELLING A,,
4007340032,32-17 48TH ST,,11103,MULTIPLE DWELLING A,,
4007340031,32-19 48TH ST,,11103,MULTIPLE DWELLING A,,
4007230047,32-22 48TH ST,,11103,MULTIPLE DWELLING A,421-A,
4007340030,32-23 48TH ST,,11103,MULTIPLE DWELLING A,GARDEN COMPLEX,
4007340027,32-27 48TH ST,,11103,MULTIPLE DWELLING A,,
4007230050,32-28 48TH ST,,11103,MULTIPLE DWELLING A,,
4007340026,32-31 48TH ST,,11103,MULTIPLE DWELLING A,,
4007230052,32-34 48TH ST,,11103,MULTIPLE DWELLING A,,
4007230053,32-36 48TH ST,,11103,MULTIPLE DWELLING A,,
4007340023,32-39 48TH ST,,11103,MULTIPLE DWELLING A,,
4007230055,32-40 48TH ST,,11103,MULTIPLE DWELLING A,,
4007340021,32-43 48TH ST,,11103,MULTIPLE DWELLING A,,
4007230056,32-44 48TH ST,,11103,MULTIPLE DWELLING A,,
4007340020,32-47 48TH ST,,11103,MULTIPLE DWELLING A,,
4007340019,32-49 48TH ST,,11103,MULTIPLE DWELLING A,,
4007230058,32-50 48TH ST,,11103,MULTIPLE DWELLING A,,
4007230059,32-52 48TH ST,,11103,MULTIPLE DWELLING A,,
